Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,t_Stop,Stop,NoGo_Feedback
116,1658745281199,25/07/2022 10:34:41,1658745281175,1,25/07/2022 11:34:41,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,39,15,3,TEST,gosignal,gonogo,1200.0600000000122,,,NoGo,,1,0,0,,,,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
117,1658745281401,25/07/2022 10:34:41,1658745281374,1,25/07/2022 11:34:41,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,39,15,6,IsTrue,button,timelimit_screen,199.74899999999616,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
118,1658745282402,25/07/2022 10:34:42,1658745282374,1,25/07/2022 11:34:42,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,24,16,1,Screen 1,button,timelimit_screen,1000.2029999999941,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
119,1658745283400,25/07/2022 10:34:43,1658745283374,1,25/07/2022 11:34:43,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,24,16,2,Screen 2,button,timelimit_screen,1000.0120000000024,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
120,1658745284549,25/07/2022 10:34:44,1658745284525,1,25/07/2022 11:34:44,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,24,16,3,TEST,gosignal,gonogo,1150.0329999999958,,,NoGo,,1,0,0,,,,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
121,1658745284753,25/07/2022 10:34:44,1658745284725,1,25/07/2022 11:34:44,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,24,16,6,IsTrue,button,timelimit_screen,200.14300000001094,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
122,1658745285752,25/07/2022 10:34:45,1658745285725,1,25/07/2022 11:34:45,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,54,14,1,Screen 1,button,timelimit_screen,1000.05799999999,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
123,1658745286756,25/07/2022 10:34:46,1658745286725,1,25/07/2022 11:34:46,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,54,14,2,Screen 2,button,timelimit_screen,1000.06700000001,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
124,1658745287288,25/07/2022 10:34:47,1658745287265,1,25/07/2022 11:34:47,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,54,14,3,TEST,Zone2,response_keyboard_single,531.1999999992549,,,Right,1,1,0,0,,,,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
125,1658745288103,25/07/2022 10:34:48,1658745288075,1,25/07/2022 11:34:48,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,54,14,6,IsTrue,button,timelimit_screen,200.16300000000047,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
126,1658745289099,25/07/2022 10:34:49,1658745289075,1,25/07/2022 11:34:49,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,4,15,1,Screen 1,button,timelimit_screen,1000.0650000000023,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
127,1658745290098,25/07/2022 10:34:50,1658745290075,1,25/07/2022 11:34:50,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,4,15,2,Screen 2,button,timelimit_screen,1000.1169999999984,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
128,1658745290598,25/07/2022 10:34:50,1658745290568,1,25/07/2022 11:34:50,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,4,15,3,TEST,Zone2,response_keyboard_single,484.5,,,Right,1,1,0,0,,,,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
129,1658745291450,25/07/2022 10:34:51,1658745291425,1,25/07/2022 11:34:51,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,4,15,6,IsTrue,button,timelimit_screen,200.1929999999993,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
130,1658745292448,25/07/2022 10:34:52,1658745292425,1,25/07/2022 11:34:52,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,45,16,1,Screen 1,button,timelimit_screen,1000.0600000000122,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
131,1658745293454,25/07/2022 10:34:53,1658745293425,1,25/07/2022 11:34:53,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,45,16,2,Screen 2,button,timelimit_screen,999.8600000000006,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
132,1658745293913,25/07/2022 10:34:53,1658745293889,1,25/07/2022 11:34:53,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,45,16,3,TEST,Zone2,response_keyboard_single,454.90000000037253,,,Right,1,1,0,0,,,,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
133,1658745294851,25/07/2022 10:34:54,1658745294825,1,25/07/2022 11:34:54,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,45,16,6,IsTrue,button,timelimit_screen,200.0100000000093,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
134,1658745295851,25/07/2022 10:34:55,1658745295825,1,25/07/2022 11:34:55,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,34,17,1,Screen 1,button,timelimit_screen,999.8849999999948,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,150,Left_go.png,NoGo
135,1658745296854,25/07/2022 10:34:56,1658745296825,1,25/07/2022 11:34:56,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,34,17,2,Screen 2,button,timelimit_screen,1000.1370000000024,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,150,Left_go.png,NoGo
136,1658745297338,25/07/2022 10:34:57,1658745297312,1,25/07/2022 11:34:57,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,34,17,3,TEST,Zone1,response_keyboard_single,479.69999999925494,,,Left,1,1,0,0,,,,,1,taskGo,Left_go.png,Left,150,Left_go.png,NoGo
137,1658745298203,25/07/2022 10:34:58,1658745298175,1,25/07/2022 11:34:58,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,34,17,6,IsTrue,button,timelimit_screen,200.07200000000012,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,150,Left_go.png,NoGo
138,1658745299203,25/07/2022 10:34:59,1658745299176,1,25/07/2022 11:34:59,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,17,18,1,Screen 1,button,timelimit_screen,999.9560000000056,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
139,1658745300199,25/07/2022 10:35:00,1658745300175,1,25/07/2022 11:35:00,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,17,18,2,Screen 2,button,timelimit_screen,999.8699999999953,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
140,1658745300752,25/07/2022 10:35:00,1658745300728,1,25/07/2022 11:35:00,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,17,18,3,TEST,Zone1,response_keyboard_single,543.6999999992549,,,Left,1,1,0,0,,,,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
141,1658745301604,25/07/2022 10:35:01,1658745301576,1,25/07/2022 11:35:01,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,17,18,6,IsTrue,button,timelimit_screen,200.04099999999744,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
142,1658745302599,25/07/2022 10:35:02,1658745302576,1,25/07/2022 11:35:02,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,48,17,1,Screen 1,button,timelimit_screen,999.9610000000102,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
143,1658745303602,25/07/2022 10:35:03,1658745303576,1,25/07/2022 11:35:03,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,48,17,2,Screen 2,button,timelimit_screen,1000.0919999999896,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
144,1658745304751,25/07/2022 10:35:04,1658745304726,1,25/07/2022 11:35:04,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,48,17,3,TEST,gosignal,gonogo,1150.1000000000058,,,NoGo,,1,0,0,,,,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
145,1658745304949,25/07/2022 10:35:04,1658745304925,1,25/07/2022 11:35:04,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,48,17,6,IsTrue,button,timelimit_screen,199.71600000000035,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
146,1658745305952,25/07/2022 10:35:05,1658745305926,1,25/07/2022 11:35:05,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,35,18,1,Screen 1,button,timelimit_screen,1000.2810000000027,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,200,Left_nogo.png,IsTrue
147,1658745306947,25/07/2022 10:35:06,1658745306925,1,25/07/2022 11:35:06,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,35,18,2,Screen 2,button,timelimit_screen,1000.0260000000126,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,200,Left_nogo.png,IsTrue
148,1658745308152,25/07/2022 10:35:08,1658745308126,1,25/07/2022 11:35:08,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,35,18,3,TEST,gosignal,gonogo,1200.1409999999742,,,NoGo,,1,0,0,,,,,1,taskStop,Left_go.png,NoGo,200,Left_nogo.png,IsTrue
149,1658745308350,25/07/2022 10:35:08,1658745308326,1,25/07/2022 11:35:08,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,35,18,6,IsTrue,button,timelimit_screen,199.91700000001583,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,200,Left_nogo.png,IsTrue
150,1658745309354,25/07/2022 10:35:09,1658745309326,1,25/07/2022 11:35:09,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,9,19,1,Screen 1,button,timelimit_screen,1000.1429999999818,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,200,Left_nogo.png,IsTrue
151,1658745310350,25/07/2022 10:35:10,1658745310326,1,25/07/2022 11:35:10,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,9,19,2,Screen 2,button,timelimit_screen,1000.0490000000282,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,200,Left_nogo.png,IsTrue
152,1658745311551,25/07/2022 10:35:11,1658745311526,1,25/07/2022 11:35:11,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,9,19,3,TEST,gosignal,gonogo,1200.05799999999,,,NoGo,,1,0,0,,,,,1,taskStop,Left_go.png,NoGo,200,Left_nogo.png,IsTrue
153,1658745311751,25/07/2022 10:35:11,1658745311726,1,25/07/2022 11:35:11,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,9,19,6,IsTrue,button,timelimit_screen,200.01900000000023,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,200,Left_nogo.png,IsTrue
154,1658745312750,25/07/2022 10:35:12,1658745312726,1,25/07/2022 11:35:12,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,5,20,1,Screen 1,button,timelimit_screen,1000.0929999999935,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
155,1658745313752,25/07/2022 10:35:13,1658745313726,1,25/07/2022 11:35:13,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,5,20,2,Screen 2,button,timelimit_screen,1000.0560000000114,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
156,1658745314955,25/07/2022 10:35:14,1658745314926,1,25/07/2022 11:35:14,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,5,20,3,TEST,gosignal,gonogo,1199.8640000000014,,,NoGo,,1,0,0,,,,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
157,1658745315152,25/07/2022 10:35:15,1658745315126,1,25/07/2022 11:35:15,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,5,20,6,IsTrue,button,timelimit_screen,199.90599999998813,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
158,1658745316155,25/07/2022 10:35:16,1658745316126,1,25/07/2022 11:35:16,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,30,19,1,Screen 1,button,timelimit_screen,1000.2880000000005,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
159,1658745317159,25/07/2022 10:35:17,1658745317126,1,25/07/2022 11:35:17,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,30,19,2,Screen 2,button,timelimit_screen,999.744000000006,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
160,1658745317842,25/07/2022 10:35:17,1658745317809,1,25/07/2022 11:35:17,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,30,19,3,TEST,Zone2,response_keyboard_single,677.2000000011176,,,Right,1,1,0,0,,,,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
161,1658745318503,25/07/2022 10:35:18,1658745318476,1,25/07/2022 11:35:18,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,30,19,6,IsTrue,button,timelimit_screen,199.84700000000885,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
162,1658745319505,25/07/2022 10:35:19,1658745319476,1,25/07/2022 11:35:19,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,23,21,1,Screen 1,button,timelimit_screen,1000.1680000000051,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
163,1658745320500,25/07/2022 10:35:20,1658745320476,1,25/07/2022 11:35:20,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,23,21,2,Screen 2,button,timelimit_screen,1000.2029999999795,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
164,1658745321701,25/07/2022 10:35:21,1658745321676,1,25/07/2022 11:35:21,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,23,21,3,TEST,gosignal,gonogo,1199.7400000000198,,,NoGo,,1,0,0,,,,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
165,1658745321903,25/07/2022 10:35:21,1658745321876,1,25/07/2022 11:35:21,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,23,21,6,IsTrue,button,timelimit_screen,200.25299999999697,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
166,1658745322905,25/07/2022 10:35:22,1658745322877,1,25/07/2022 11:35:22,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,53,20,1,Screen 1,button,timelimit_screen,1000.1559999999881,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
167,1658745323926,25/07/2022 10:35:23,1658745323876,1,25/07/2022 11:35:23,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,53,20,2,Screen 2,button,timelimit_screen,999.9949999999953,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
168,1658745324468,25/07/2022 10:35:24,1658745324441,1,25/07/2022 11:35:24,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,53,20,3,TEST,Zone2,response_keyboard_single,556.4000000003725,,,Right,1,1,0,0,,,,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
169,1658745325300,25/07/2022 10:35:25,1658745325276,1,25/07/2022 11:35:25,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,53,20,6,IsTrue,button,timelimit_screen,199.77999999999884,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
170,1658745326309,25/07/2022 10:35:26,1658745326277,1,25/07/2022 11:35:26,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,33,21,1,Screen 1,button,timelimit_screen,1000.3390000000072,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
171,1658745327303,25/07/2022 10:35:27,1658745327276,1,25/07/2022 11:35:27,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,33,21,2,Screen 2,button,timelimit_screen,999.765000000014,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
172,1658745327860,25/07/2022 10:35:27,1658745327834,1,25/07/2022 11:35:27,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,33,21,3,TEST,Zone1,response_keyboard_single,551,,,Left,1,1,0,0,,,,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
173,1658745328705,25/07/2022 10:35:28,1658745328677,1,25/07/2022 11:35:28,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,33,21,6,IsTrue,button,timelimit_screen,200.19599999999627,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
174,1658745329704,25/07/2022 10:35:29,1658745329677,1,25/07/2022 11:35:29,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,47,22,1,Screen 1,button,timelimit_screen,1000.0350000000035,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
175,1658745330705,25/07/2022 10:35:30,1658745330677,1,25/07/2022 11:35:30,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,47,22,2,Screen 2,button,timelimit_screen,1000.1059999999998,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
176,1658745331904,25/07/2022 10:35:31,1658745331877,1,25/07/2022 11:35:31,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,47,22,3,TEST,gosignal,gonogo,1200.0020000000077,,,NoGo,,1,0,0,,,,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
